"Old Ref ID"	"Ref ID"	"Record Last Updated (dd/mm/yyyy)"	"Operator (or Applicant)"	"Site Name"	"Technology Type"	"Storage Type"	"Storage Co-location REPD Ref ID"	"Installed Capacity (MWelec)"	"CHP Enabled"	"RO Banding (ROC/MWh)"	"FiT Tariff (p/kWh)"	"CfD Capacity (MW)"	"Turbine Capacity (MW)"	"No. of Turbines"	"Height of Turbines (m)"	"Mounting Type for Solar"	"Development Status"	"Development Status (short)"	"Address"	"County"	"Region"	"Country"	"Post Code"	"X-coordinate"	"Y-coordinate"	"Planning Authority"	"Planning Application Reference"	"Appeal Reference"	"Secretary of State Reference"	"Type of Secretary of State Intervention"	"Judicial Review"	"Offshore Wind Round"	"Planning Application Submitted"	"Planning Application Withdrawn"	"Planning Permission Refused"	"Appeal Lodged"	"Appeal Withdrawn"	"Appeal Refused"	"Appeal Granted"	"Planning Permission Granted"	"Secretary of State - Intervened"	"Secretary of State - Refusal"	"Secretary of State - Granted"	"Planning Permission Expired"	"Under Construction"	"Operational"	"Sites"
"N00300W"	4034	2012-12-07	"Renewables Infrastructure Group"	"Little Raith Farm"	"Wind Onshore"	NA	NA	25	"n/a"	NA	NA	NA	"2.8"	"9"	NA	"n/a"	"Operational"	"Operational"	"South of A92
Nr Loch Gelly"	"Fife"	"Scotland"	"Scotland"	NA	322245	692552	"Fife Council"	"04/04266/WEIA"	NA	NA	NA	NA	NA	2004-12-02	NA	NA	NA	NA	NA	NA	2007-03-08	NA	NA	NA	NA	2011-09-01	2012-11-27	1
"N00301W"	4035	2011-12-01	"A7 Energy"	"Dusty Drum"	"Wind Onshore"	NA	NA	6	"n/a"	NA	NA	NA	"2"	"3"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Land At Dusty Drum, Carmyllie, Arbroath, Angus"	"Tayside"	"Scotland"	"Scotland"	"DD11 2QS"	355050	741050	"Angus Council"	"05/01061/FUL"	NA	NA	NA	NA	NA	2005-07-01	2007-12-19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"N00303W"	4036	2015-01-09	"Scottish and Southern Energy (SSE)"	"Spurness Wind Farm"	"Wind Onshore"	NA	NA	11	"n/a"	NA	NA	NA	"2.75"	"4"	NA	"n/a"	"Decommissioned"	"Decommissioned"	"Gump of Spurness, Sanday, Orkney"	"Orkney Islands"	"Scotland"	"Scotland"	NA	360450	1035550	"Orkney Islands Council"	NA	NA	NA	NA	NA	NA	2002-09-01	NA	NA	NA	NA	NA	NA	2003-01-01	NA	NA	NA	NA	NA	2004-12-01	1
"N00329W"	4040	2012-06-14	"Spittal Hill Windfarm"	"Spittal Hill"	"Wind Onshore"	NA	NA	75	"n/a"	NA	NA	NA	"2.5"	"30"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Near Spittal, Caithness, ND 168 557"	"Highland"	"Scotland"	"Scotland"	NA	316800	955700	"Scottish Government (S36)"	"07/00217/S36CA"	NA	NA	NA	NA	NA	2007-04-24	NA	2012-06-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"N00364W"	4043	2013-06-12	"Dunbeath Wind Energy Ltd (Agents are West Coast Energy)"	"Dunbeath"	"Wind Onshore"	NA	NA	66	"n/a"	NA	NA	NA	"3"	"22"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Caithness"	"Highland"	"Scotland"	"Scotland"	NA	311500	930500	"Scottish Government (S36)"	NA	NA	NA	NA	NA	NA	2005-08-12	NA	2013-06-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"N00372W"	4045	2012-08-07	"Natural Power"	"Shira Wind Farm"	"Wind Onshore"	NA	NA	79	"n/a"	NA	NA	NA	"2.2000000000000002"	"36"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"South of Dalmally in Argyll and Bute"	"Strathclyde"	"Scotland"	"Scotland"	NA	184050	686550	"Scottish Government (S36)"	"06/00554/ELSA36"	NA	NA	NA	NA	NA	2006-03-14	2012-02-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"N00383W"	4049	2013-02-27	"Wind Prospect"	"Stacain"	"Wind Onshore"	NA	NA	48	"n/a"	NA	NA	NA	"3"	"14"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"Near Inverary,  to the north-east of SrÃ²n MÃ³r hydroelectric station, near Lochan Shira."	"Strathclyde"	"Scotland"	"Scotland"	NA	215500	722500	"Scottish Government (S36)"	"05/00770/DET"	NA	NA	NA	NA	NA	2005-04-01	NA	2005-12-10	NA	NA	2009-10-15	NA	NA	NA	NA	NA	NA	NA	NA	1
"N00387W"	4050	2013-11-21	"CLP Envirogas"	"Skares Windfarm"	"Wind Onshore"	NA	NA	4	"n/a"	NA	NA	NA	"1"	"4"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"GARLAFF LANDFILL SITE SKARES CUMNOCK Ayrshire KA182RB"	"Strathclyde"	"Scotland"	"Scotland"	NA	252500	617500	"East Ayrshire Council"	"05/0594/FL"	NA	NA	NA	NA	NA	2005-06-03	2013-08-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"N00391W"	4051	2013-03-06	"E.On"	"Rosehall Hill Forest Windfarm"	"Wind Onshore"	NA	NA	24.7	"n/a"	NA	NA	NA	"1.3"	"19"	NA	"n/a"	"Operational"	"Operational"	"Lairg, Highlands. IV27 4EU"	"Highland"	"Scotland"	"Scotland"	NA	249550	903550	"Highland Council"	"05/00429/FULSU"	NA	NA	NA	NA	NA	2005-11-30	NA	NA	NA	NA	NA	NA	2006-09-30	NA	NA	NA	NA	2011-08-01	2013-02-28	1
"N00408W"	4055	2013-05-02	"I & H Brown Ltd"	"Bankend Rig"	"Wind Onshore"	NA	NA	14.3	"n/a"	NA	NA	NA	"1.3"	"11"	NA	"n/a"	"Operational"	"Operational"	"Near Dungavel Reservoir"	"Strathclyde"	"Scotland"	"Scotland"	NA	265553	633692	"South Lanarkshire Council"	"EK/06/0311"	NA	NA	NA	NA	NA	2006-06-16	NA	NA	NA	NA	NA	NA	2011-06-16	NA	NA	NA	NA	2012-01-09	2013-03-27	1
"N00419W"	4056	2013-10-08	"Mackies"	"Hill of Easterton Extension"	"Wind Onshore"	NA	NA	2	"n/a"	NA	NA	NA	"1"	"2"	NA	"n/a"	"Operational"	"Operational"	"Hill of Easterton, 1km North Of Mackies Ice Cream Dairy, Westertown, Rothienorman, Inverurie, AB51 8US"	"Grampian"	"Scotland"	"Scotland"	NA	376449	831808	"Aberdeenshire Council"	"APP/2005/3308"	NA	NA	NA	NA	NA	2005-09-28	NA	NA	NA	NA	NA	NA	2007-07-18	NA	NA	NA	NA	NA	2007-07-31	1
"N00549W"	4059	2016-02-15	"EDF Energy Renewables"	"Fallago Rig"	"Wind Onshore"	NA	NA	144	"n/a"	NA	NA	NA	"3"	"48"	NA	"n/a"	"Operational"	"Operational"	"Lammermuir Hills"	"Borders"	"Scotland"	"Scotland"	NA	357000	660000	"Scottish Government (S36)"	NA	NA	NA	NA	NA	NA	2005-05-16	NA	2007-06-06	NA	NA	NA	2010-11-09	2010-11-09	NA	NA	NA	NA	2011-03-01	2013-03-31	1
"N00555W"	4060	2013-09-02	"Scottish and Southern Energy (SSE)"	"Cathkin Braes Wind Farm (Castlemilk)"	"Wind Onshore"	NA	NA	3	"n/a"	NA	NA	NA	"3"	"1"	NA	"n/a"	"Operational"	"Operational"	"Site At Cathkin Braes/ Cathkin Road Carmunnock Glasgow"	"Strathclyde"	"Scotland"	"Scotland"	NA	261220	658203	"Glasgow City Council"	NA	NA	NA	NA	NA	NA	2012-09-03	NA	NA	NA	NA	NA	NA	2013-01-15	NA	NA	NA	NA	NA	2013-05-29	1
"S0046W3"	4062	2014-12-18	"Green Cat Renewables"	"Ark Hill"	"Wind Onshore"	NA	NA	6.4	"n/a"	NA	NA	NA	"0.8"	"8"	NA	"n/a"	"Operational"	"Operational"	"Chamberwells, Glamis, Tayside"	"Tayside"	"Scotland"	"Scotland"	NA	335700	742600	"Angus Council"	"03/00831/FUL"	NA	NA	NA	NA	NA	2003-07-07	NA	NA	NA	NA	NA	NA	2006-06-15	NA	NA	NA	NA	2012-08-17	2013-03-29	1
"S0049W3"	4063	2013-06-03	"Arnish Electric Ltd / Farm Energy Ltd"	"Pentland Road Wind Farm"	"Wind Onshore"	NA	NA	13.8	"n/a"	NA	NA	NA	"2.2999999999999998"	"6"	NA	"n/a"	"Operational"	"Operational"	"Pentland Road, Isle of Lewis"	"Western Isles"	"Scotland"	"Scotland"	NA	135500	938700	"Comhairle nan Eilean Siar Council"	"02/00404/PPD"	NA	NA	NA	NA	NA	2002-09-30	NA	NA	NA	NA	NA	NA	2004-09-06	NA	NA	NA	NA	2012-03-01	2013-03-28	1
"AA242"	4071	2014-06-11	"Airvolution Energy"	"Muircleugh Farm"	"Wind Onshore"	NA	NA	4	"n/a"	NA	NA	NA	"2"	"2"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Lauder, Scottish Borders"	"Borders"	"Scotland"	"Scotland"	NA	349594	645544	"Scottish Borders Council"	"10/01641/FUL"	NA	NA	NA	NA	NA	2010-11-30	2011-02-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"AA252"	4072	2016-10-31	"Vento Ludens"	"Edintore Wind Farm"	"Wind Onshore"	NA	NA	18	"n/a"	NA	NA	NA	"3"	"6"	NA	"n/a"	"Operational"	"Operational"	"Edintore, Keith, Moray"	"Grampian"	"Scotland"	"Scotland"	"AB55 5PJ"	342422	846573	"Moray Council"	"10/02092/EIA"	"12/00010/REF"	NA	NA	NA	NA	2010-12-11	NA	2011-12-14	NA	NA	NA	2012-08-28	2012-08-28	NA	NA	NA	NA	2015-09-24	2016-10-31	1
"AA353"	4073	2019-07-02	"RPMI Railpen (formerly BayWa)"	"Tralorg Wind Farm"	"Wind Onshore"	NA	NA	20	"n/a"	NA	NA	20	"2.5"	"8"	NA	"n/a"	"Under Construction"	"Under Construction"	"2km to the east of Girvan"	"Strathclyde"	"Scotland"	"Scotland"	NA	221728	598656	"South Ayrshire Council"	"11/01569/APPM"	"13/00014/REFUSA"	NA	NA	NA	NA	2011-02-10	NA	2013-03-22	NA	NA	NA	2014-02-21	2014-02-21	NA	NA	NA	NA	2017-02-14	NA	1
"AA472"	4074	2014-06-23	"J G Shanks & Son Ltd"	"Shaw Park Wind Farm"	"Wind Onshore"	NA	NA	20.7	"n/a"	NA	NA	NA	"2.2999999999999998"	"9"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"Land North West And West Of Allanshaws Farmhouse, Galashiels, Scottish Borders"	"Borders"	"Scotland"	"Scotland"	NA	348058	644345	"Scottish Borders Council"	"11/01175/FUL"	"14/00002/REF"	NA	NA	NA	NA	2011-08-30	NA	2013-10-08	NA	NA	2014-06-19	NA	NA	NA	NA	NA	NA	NA	NA	1
"AA474"	4075	2016-03-22	"Shetland Aerogenerators"	"Gremista Wind Farm"	"Wind Onshore"	NA	NA	3	"n/a"	NA	NA	NA	"3"	"1"	NA	"n/a"	"Operational"	"Operational"	"Luggies Knowe, Gremista, Lerwick"	"Shetland Islands"	"Scotland"	"Scotland"	NA	446287	1145628	"Shetland Islands Council"	"2011/224/PPF"	NA	NA	NA	NA	NA	2011-08-31	NA	NA	NA	NA	NA	NA	2012-02-24	NA	NA	NA	NA	2015-07-15	2015-11-15	1
"AA532"	4077	2014-06-23	"PNE Wind UK Ltd (Brookfield)"	"Brunta Hill Wind Farm"	"Wind Onshore"	NA	NA	18.4	"n/a"	NA	NA	NA	"2.2999999999999998"	"8"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"Land North East Of Blythe Farm (Brunta Hill), Lauder, Scottish Borders"	"Borders"	"Scotland"	"Scotland"	NA	360744	652045	"Scottish Borders Council"	"11/01444/FUL"	"13/00044/REF"	NA	NA	NA	NA	2011-10-20	NA	2013-08-05	NA	NA	2014-06-19	NA	NA	NA	NA	NA	NA	NA	NA	1
"AA537"	4078	2017-07-04	"Rev Ltd"	"Clentrie Wind Farm (Gevens)"	"Wind Onshore"	NA	NA	6.9	"n/a"	NA	NA	NA	"2.2999999999999998"	"3"	NA	"n/a"	"Operational"	"Operational"	"Clentrie Farm, Fife"	"Fife"	"Scotland"	"Scotland"	NA	322212	692370	"Fife Council"	"11/04794/EIA"	NA	NA	NA	NA	NA	2011-09-22	NA	NA	NA	NA	NA	NA	2014-05-15	NA	NA	NA	NA	2016-02-01	2016-10-24	1
"A0023"	4079	2018-10-29	"Brookfield Renewable Energy Group (PNE Wind UK)"	"Penbreck & Carmacoup Forest (Resubmission)"	"Wind Onshore"	NA	NA	27	"n/a"	NA	NA	NA	"3"	"9"	NA	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Lanark, Strathclyde, ML11"	"Strathclyde"	"Scotland"	"Scotland"	NA	269500	627500	"South Lanarkshire Council"	"CL/08/0727"	NA	NA	NA	NA	NA	2008-12-16	NA	NA	NA	NA	NA	NA	2014-06-26	NA	NA	NA	NA	NA	NA	1
"AA731"	4085	2015-06-29	"Capital Dynamics"	"Torrance Farm Wind Park Extension"	"Wind Onshore"	NA	NA	5.7	"n/a"	NA	NA	NA	"3"	"2"	NA	"n/a"	"Operational"	"Operational"	"NETHERTON FARM Westcraigs Road Harthill Shotts North Lanarkshire"	"Strathclyde"	"Scotland"	"Scotland"	"ML7 5TT"	290908	666200	"North Lanarkshire Council"	"12/00284/FUL"	"N/A"	NA	NA	NA	NA	2012-03-19	NA	NA	NA	NA	NA	NA	2012-07-31	NA	NA	NA	NA	2014-12-18	2015-06-18	1
"AA998"	4086	2014-06-11	"Airvolution Energy"	"Muircleugh Farm Resubmission"	"Wind Onshore"	NA	NA	12	"n/a"	NA	NA	NA	"2"	"6"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Land To North And West Of Muircleugh Farmhouse, Lauders, Scottish Borders"	"Borders"	"Scotland"	"Scotland"	NA	350731	644968	"Scottish Borders Council"	"13/00044/FUL"	NA	NA	NA	NA	NA	2013-01-31	2013-10-24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"B0280"	4088	2016-04-19	"Collier Quarrying Group"	"Goathill Quarry Turbine"	"Wind Onshore"	NA	NA	2	"n/a"	NA	NA	NA	"2"	"1"	NA	"n/a"	"Operational"	"Operational"	"Goathill Quarry Easter Bucklyvie Cowdenbeath Fife"	"Fife"	"Scotland"	"Scotland"	"KY4 8ES"	317941	688959	"Fife Council"	"11/05591/EIA"	NA	NA	NA	NA	NA	2011-11-01	NA	NA	NA	NA	NA	NA	2013-06-21	NA	NA	NA	NA	2014-05-01	2015-12-27	1
"B0675"	4093	2015-07-27	"Clenergy"	"Skeddoway Farm Wind Turbine (Resubmission)"	"Wind Onshore"	NA	NA	1.5	"n/a"	NA	NA	NA	"2.5"	"1"	NA	"n/a"	"Operational"	"Operational"	"Skeddoway Farm Strathore Road Strathore Thornton Fife"	"Fife"	"Scotland"	"Scotland"	NA	328104	697699	"Fife Council"	"13/00269/EIA"	NA	NA	NA	NA	NA	2013-02-04	NA	NA	NA	NA	NA	NA	2014-01-09	NA	NA	NA	NA	2014-06-01	2014-12-01	1
"B0676"	4094	2017-05-04	"Capital Dynamics"	"Middle Balbeggie Wind Turbines"	"Wind Onshore"	NA	NA	6.4	"n/a"	NA	NA	NA	"3.2"	"2"	NA	"n/a"	"Operational"	"Operational"	"Land Surrounding Middle Balbeggie Balbeggie Avenue Balbeggie Thornton Fife"	"Fife"	"Scotland"	"Scotland"	NA	327760	696279	"Fife Council"	"12/04094/EIA"	"13/00035/REF"	NA	NA	NA	NA	2012-09-28	NA	2013-06-17	NA	NA	NA	2014-01-29	2014-01-29	NA	NA	NA	NA	2015-06-15	2016-11-20	1
"C0224"	4098	2014-06-30	"Scottish Power Renewables"	"Bamff Wind Farm"	"Wind Onshore"	NA	NA	14	"n/a"	NA	NA	NA	"2"	"7"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"Bamff Wind Farm, Alyth, Blairgowrie, Tayside, PH11 8DN"	"Tayside"	"Scotland"	"Scotland"	NA	324184	753874	"Perth and Kinross Council"	"12/00963/FLL"	NA	NA	NA	NA	NA	2012-06-18	NA	2013-04-26	NA	NA	2014-06-11	NA	NA	NA	NA	NA	NA	NA	NA	1
"C2076"	4102	2015-03-12	"Wind Prospect Developments"	"Breaker Hill (resubmission)"	"Wind Onshore"	NA	NA	7.2	"n/a"	NA	NA	NA	"0.8"	"9"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"The site is located 8km South of Girvan between Pinwherry and Colmonell"	"Strathclyde"	"Scotland"	"Scotland"	NA	217500	588900	"South Ayrshire Council"	"13/01310/APP"	"PPA-370-2043"	NA	NA	NA	NA	2013-11-28	NA	2014-06-19	2014-09-18	NA	2015-02-02	NA	NA	NA	NA	NA	NA	NA	NA	1
"C2577"	4103	2016-01-06	"Airvolution Energy"	"Muircleugh Farm Resubmission 2"	"Wind Onshore"	NA	NA	21	"n/a"	NA	NA	NA	"3"	"7"	"110"	"n/a"	"Appeal Refused"	"Application Refused"	"Land North, West And South West Of Muircleugh Farmhouse, Lauder, Scottish Borders"	"Borders"	"Scotland"	"Scotland"	"TD2 6RG"	350540	645212	"Scottish Borders Council"	"14/01081/FUL"	"PPA-140-2054"	NA	NA	NA	NA	2014-10-03	NA	2015-03-31	2015-06-26	NA	2015-12-08	NA	NA	NA	NA	NA	NA	NA	NA	1
"EN00152"	4105	2014-07-04	"Wind Power Ltd"	"Newfield"	"Wind Onshore"	NA	NA	63	"n/a"	NA	NA	NA	"3"	"26"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Near Sibbaldbie, Lockerbie, Dumfriesshire"	"Dumfries and Galloway"	"Scotland"	"Scotland"	NA	318080	577600	"Scottish Government (S36)"	NA	NA	NA	NA	NA	NA	2009-10-01	NA	2014-06-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"EN00162"	4106	2018-10-29	"Muirhall Energy (formerly Infinis)"	"Greengairs Wind Farm"	"Wind Onshore"	NA	NA	17.5	"n/a"	NA	NA	NA	"2"	"9"	NA	"n/a"	"Planning Permission Granted"	"Awaiting Construction"	"Greengairs Landfill Site Meikle Drumgray Road Greengairs North Lanarkshire"	"Strathclyde"	"Scotland"	"Scotland"	NA	279673	669835	"North Lanarkshire Council"	"07/00172/FUL"	NA	NA	NA	NA	NA	2007-02-07	NA	NA	NA	NA	NA	NA	2008-08-14	NA	NA	NA	NA	NA	NA	1
"EN00217"	4109	2014-06-24	"The Renewables Infrastructure Group (TRIG)"	"Meikle Carewe (Re-Submission)"	"Wind Onshore"	NA	NA	10	"n/a"	NA	NA	NA	"0.85"	"12"	NA	"n/a"	"Operational"	"Operational"	"Rickarton Farms, Stonehaven, Aberdeenshire"	"Grampian"	"Scotland"	"Scotland"	NA	383200	792000	"Aberdeenshire Council"	"APP/2006/3934"	"PPA-110-2053"	NA	NA	NA	NA	2006-11-29	NA	2010-05-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	2012-07-26	2013-07-30	1
"EN00273"	4110	2018-04-03	"Statkraft UK"	"Andershaw"	"Wind Onshore"	NA	NA	36	"n/a"	NA	NA	NA	"2.5"	"14"	NA	"n/a"	"Operational"	"Operational"	"Andershaw Forest South of Douglas"	"Strathclyde"	"Scotland"	"Scotland"	"ML11 0SQ"	283500	625500	"South Lanarkshire Council"	"CL/07/0454"	NA	NA	NA	NA	NA	2007-07-09	NA	NA	NA	NA	NA	NA	2014-06-09	NA	NA	NA	NA	2015-10-28	2016-11-02	1
"EN00448"	4114	2014-06-26	"Greencoat UK Wind/Bay Wa .r.e/ SunGift"	"Kildrummy Windfarm"	"Wind Onshore"	NA	NA	18.4	"n/a"	NA	NA	NA	"2.2999999999999998"	"8"	NA	"n/a"	"Operational"	"Operational"	"Clashnarae Hill, Kildrummy, Alford"	"Grampian"	"Scotland"	"Scotland"	NA	357655	815170	"Aberdeenshire Council"	"APP/2006/4911"	"P/PPA/110/712"	NA	NA	NA	NA	2006-12-19	NA	2007-09-24	NA	NA	NA	2009-08-06	2009-08-06	NA	NA	NA	NA	NA	2013-02-14	1
"N00033W"	4118	2017-11-27	"Scottish and Southern Energy (SSE)"	"Dunmaglass Wind Farm"	"Wind Onshore"	NA	NA	94	"n/a"	NA	NA	NA	"3"	"33"	NA	"n/a"	"Operational"	"Operational"	"Dunmaglass, Highlands, SW of Inverness"	"Highland"	"Scotland"	"Scotland"	NA	264000	820120	"Scottish Government (S36)"	NA	NA	NA	NA	NA	NA	2005-02-11	NA	NA	NA	NA	NA	NA	2010-12-29	NA	NA	NA	NA	2014-06-01	2016-09-13	1
"N00099W"	4119	2014-07-02	"Scottish Power Renewables"	"Harestanes"	"Wind Onshore"	NA	NA	136	"n/a"	NA	NA	NA	"2"	"68"	NA	"n/a"	"Operational"	"Operational"	"Mofatt Village Dumfries and Galloway"	"Dumfries and Galloway"	"Scotland"	"Scotland"	NA	3e+05	595000	"Scottish Government (S36)"	NA	NA	NA	NA	NA	NA	2004-03-17	NA	2005-12-23	NA	NA	NA	2007-09-10	2007-09-10	NA	NA	NA	NA	2012-10-18	2014-07-01	1
"N00149W"	4120	2020-01-02	"EDF Energy Renewables"	"Corriemoillie (Resubmission)"	"Wind Onshore"	NA	NA	54.4	"n/a"	NA	NA	NA	"3.2"	"17"	"125"	"n/a"	"Operational"	"Operational"	"Garve, Highlands"	"Highland"	"Scotland"	"Scotland"	NA	234700	867700	"Highland Council"	"10/04137/FUL"	NA	NA	NA	NA	NA	2010-10-05	NA	NA	NA	NA	NA	NA	2011-03-23	NA	NA	NA	NA	2015-10-15	2017-04-26	1
"N00216W"	4121	2016-01-18	"Greencoat UK Wind"	"Hill of Stroupster Windfarm"	"Wind Onshore"	NA	NA	29.9	"n/a"	NA	NA	NA	"2.5"	"12"	NA	"n/a"	"Operational"	"Operational"	"Stroupster, Caithness"	"Highland"	"Scotland"	"Scotland"	NA	334250	966250	"Highland Council"	"05/00273/FULCA"	"06/00053/REFCA"	NA	NA	NA	NA	2005-06-07	NA	2006-05-01	NA	NA	NA	2010-04-08	2010-04-08	NA	NA	NA	NA	2013-11-30	2015-12-03	1
"N00217W"	4122	2015-11-03	"RWE npower"	"Burn of Whilk"	"Wind Onshore"	NA	NA	22.5	"n/a"	NA	NA	NA	"2.5"	"9"	NA	"n/a"	"Operational"	"Operational"	"Burn of Whilk
Hill of Yarrows
Caithness"	"Highland"	"Scotland"	"Scotland"	NA	329650	941550	"Highland Council"	"06/00676/FULCA."	NA	NA	NA	NA	NA	2007-02-23	NA	NA	NA	NA	NA	NA	2011-03-30	NA	NA	NA	NA	2014-05-30	2015-08-07	1
"N00223W"	4123	2015-01-05	"Eneco"	"Lochluichart"	"Wind Onshore"	NA	NA	51	"n/a"	NA	NA	NA	"3"	"17"	NA	"n/a"	"Operational"	"Operational"	"Loch Luichart, Garve"	"Highland"	"Scotland"	"Scotland"	NA	232030	866235	"Scottish Government (S36)"	NA	NA	NA	NA	NA	NA	2005-11-21	NA	NA	NA	NA	NA	NA	2008-12-22	NA	NA	NA	NA	2012-02-01	2014-05-14	1
"AA075"	4125	2016-02-29	"Wind Prospect Developments/ EDF"	"Burnhead"	"Wind Onshore"	NA	NA	26	"n/a"	NA	NA	NA	"2"	"13"	NA	"n/a"	"Operational"	"Operational"	"S/Of Stoneridge, Falkirk, Stirlingshire, FK1"	"Stirling"	"Scotland"	"Scotland"	NA	289158	670199	"Falkirk Council"	"P/10/0857/FUL"	"PPA-190-2031"	NA	NA	NA	NA	2010-12-17	NA	2011-11-22	NA	NA	NA	2013-10-08	2013-10-08	NA	NA	NA	NA	2015-01-10	2016-02-29	1
"AA087"	4126	2014-07-03	"Wind Direct"	"Kinegar Quarry"	"Wind Onshore"	NA	NA	5	"n/a"	NA	NA	NA	"2.5"	"2"	NA	"n/a"	"Planning Permission Refused"	"Application Refused"	"Land South West Of Neuk Farm, Cockburnspath, Scottish Borders"	"Borders"	"Scotland"	"Scotland"	NA	377377	671362	"Scottish Borders Council"	"10/00364/FUL"	NA	NA	NA	NA	NA	2010-03-12	NA	2010-09-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"B0199"	4128	2020-01-02	"Community Windpower"	"Sneddon Law Community Wind Farm"	"Wind Onshore"	NA	NA	30	"n/a"	NA	NA	37.5	"3"	"15"	NA	"n/a"	"Under Construction"	"Under Construction"	"Sneddon Law Off Hemphill Road Moscow East Ayrshire Near"	"Strathclyde"	"Scotland"	"Scotland"	"KA4 8PP"	249387	641441	"East Ayrshire Council"	"11/0967/PP"	NA	NA	NA	NA	NA	2012-01-11	NA	NA	NA	NA	NA	NA	2012-06-29	NA	NA	NA	NA	2018-09-15	NA	1
"B0561"	4129	2014-07-03	"Eurowind"	"Lyth Wind Farm"	"Wind Onshore"	NA	NA	24	"n/a"	NA	NA	NA	"2.4"	"10"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"Lyth near Wick in Caithness"	"Highland"	"Scotland"	"Scotland"	NA	327575	966130	"Highland Council"	"13/01832/FUL"	"14/00004/REFCA"	NA	NA	NA	NA	2013-05-18	NA	2013-11-26	NA	NA	2014-05-20	NA	NA	NA	NA	NA	NA	NA	NA	1
"C3023"	4133	2017-01-17	"Frank A Smart & Son Ltd"	"Easter Tolmauds"	"Wind Onshore"	NA	NA	1.6	"n/a"	NA	NA	NA	"0.8"	"2"	NA	"n/a"	"Operational"	"Operational"	"Easter Tolmauds, Torphins, Banchory, Grampian"	"Grampian"	"Scotland"	"Scotland"	"AB31 4PP"	362478	807524	"Aberdeenshire Council"	"APP/2014/1890"	"PPA-110-2239"	NA	NA	NA	NA	2014-05-20	NA	2014-08-22	2014-10-15	NA	NA	2015-05-29	2015-05-29	NA	NA	NA	2018-05-29	2016-02-01	2016-10-15	1
"C3029"	4134	2014-06-23	"One Earth Renewables Ltd"	"Croick Estate"	"Wind Onshore"	NA	NA	4.6	"n/a"	NA	NA	NA	"2.2999999999999998"	"2"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Croick Estate Ardgay"	"Highland"	"Scotland"	"Scotland"	NA	239458	897816	"Highland Council"	"14/01752/FUL"	NA	NA	NA	NA	NA	2014-05-16	2014-10-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
"C3065"	4136	2015-10-29	"Inicio-Fresco"	"Cairnandrew"	"Wind Onshore"	NA	NA	1.5	"n/a"	NA	NA	NA	"0.5"	"3"	NA	"n/a"	"Appeal Refused"	"Application Refused"	"Land 500 Metres East/South-East Cairnandrew Longmanhill Banff Aberdeenshire AB45 3SR"	"Grampian"	"Scotland"	"Scotland"	NA	375155	860228	"Aberdeenshire Council"	"APP/2014/1974"	"PPA-110-2277"	NA	NA	NA	NA	2014-05-28	NA	2015-06-30	2015-08-04	NA	2015-10-26	NA	NA	NA	NA	NA	NA	NA	NA	1
"C3089"	4137	2015-07-01	"Private Developer"	"Greenleys"	"Wind Onshore"	NA	NA	1.7	"n/a"	NA	NA	NA	"0.85"	"2"	NA	"n/a"	"Planning Application Withdrawn"	"Application Withdrawn"	"Land At Greenleys Benholm Johnshaven Aberdeenshire DD10 0HX"	"Grampian"	"Scotland"	"Scotland"	NA	378671	771917	"Aberdeenshire Council"	"APP/2014/2088"	NA	NA	NA	NA	NA	2014-06-09	2015-06-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
